window_months,pair,decision_month,decision_date,trailing_start_month,trailing_end_month,forward_start_month,forward_end_month,trailing_diff_pp,forward_diff_pp,quartile,is_top_quartile
6,rd2-rd5,2016-01,2016-01-29,2015-08,2016-01,2016-02,2016-07,0.3,-2.1,Q3,False
6,rd7-rd5,2016-01,2016-01-29,2015-08,2016-01,2016-02,2016-07,-9.41,-8.83,Q1,False
6,rd2-rd7,2016-01,2016-01-29,2015-08,2016-01,2016-02,2016-07,9.71,6.73,Q4,True
6,rd2-rd5,2016-02,2016-02-29,2015-09,2016-02,2016-03,2016-08,5.03,-1.64,Q4,True
6,rd7-rd5,2016-02,2016-02-29,2015-09,2016-02,2016-03,2016-08,9.09,-8.07,Q4,True
6,rd2-rd7,2016-02,2016-02-29,2015-09,2016-02,2016-03,2016-08,-4.05,6.43,Q2,False
6,rd2-rd5,2016-03,2016-03-31,2015-10,2016-03,2016-04,2016-09,2.72,-3.42,Q3,False
6,rd7-rd5,2016-03,2016-03-31,2015-10,2016-03,2016-04,2016-09,7.22,-7.46,Q4,True
6,rd2-rd7,2016-03,2016-03-31,2015-10,2016-03,2016-04,2016-09,-4.5,4.04,Q1,False
6,rd2-rd5,2016-04,2016-04-29,2015-11,2016-04,2016-05,2016-10,3.2,-3.26,Q4,True
6,rd7-rd5,2016-04,2016-04-29,2015-11,2016-04,2016-05,2016-10,4.93,-1.52,Q4,True
6,rd2-rd7,2016-04,2016-04-29,2015-11,2016-04,2016-05,2016-10,-1.72,-1.74,Q2,False
6,rd2-rd5,2016-05,2016-05-31,2015-12,2016-05,2016-06,2016-11,-0.9,0.29,Q2,False
6,rd7-rd5,2016-05,2016-05-31,2015-12,2016-05,2016-06,2016-11,6.45,-0.96,Q4,True
6,rd2-rd7,2016-05,2016-05-31,2015-12,2016-05,2016-06,2016-11,-7.35,1.25,Q1,False
6,rd2-rd5,2016-06,2016-06-30,2016-01,2016-06,2016-07,2016-12,-7.75,5.55,Q1,False
6,rd7-rd5,2016-06,2016-06-30,2016-01,2016-06,2016-07,2016-12,-0.42,5.27,Q2,False
6,rd2-rd7,2016-06,2016-06-30,2016-01,2016-06,2016-07,2016-12,-7.33,0.28,Q1,False
6,rd2-rd5,2016-07,2016-07-29,2016-02,2016-07,2016-08,2017-01,-2.1,3.64,Q2,False
6,rd7-rd5,2016-07,2016-07-29,2016-02,2016-07,2016-08,2017-01,-8.83,2.7,Q1,False
6,rd2-rd7,2016-07,2016-07-29,2016-02,2016-07,2016-08,2017-01,6.73,0.93,Q4,True
6,rd2-rd5,2016-08,2016-08-31,2016-03,2016-08,2016-09,2017-02,-1.64,3.84,Q2,False
6,rd7-rd5,2016-08,2016-08-31,2016-03,2016-08,2016-09,2017-02,-8.07,1.91,Q1,False
6,rd2-rd7,2016-08,2016-08-31,2016-03,2016-08,2016-09,2017-02,6.43,1.93,Q4,True
6,rd2-rd5,2016-09,2016-09-30,2016-04,2016-09,2016-10,2017-03,-3.42,3.51,Q1,False
6,rd7-rd5,2016-09,2016-09-30,2016-04,2016-09,2016-10,2017-03,-7.46,0.68,Q1,False
6,rd2-rd7,2016-09,2016-09-30,2016-04,2016-09,2016-10,2017-03,4.04,2.83,Q3,False
6,rd2-rd5,2016-10,2016-10-31,2016-05,2016-10,2016-11,2017-04,-3.26,3.03,Q1,False
6,rd7-rd5,2016-10,2016-10-31,2016-05,2016-10,2016-11,2017-04,-1.52,-3.11,Q2,False
6,rd2-rd7,2016-10,2016-10-31,2016-05,2016-10,2016-11,2017-04,-1.74,6.13,Q2,False
6,rd2-rd5,2016-11,2016-11-30,2016-06,2016-11,2016-12,2017-05,0.29,-0.78,Q3,False
6,rd7-rd5,2016-11,2016-11-30,2016-06,2016-11,2016-12,2017-05,-0.96,-3.8,Q2,False
6,rd2-rd7,2016-11,2016-11-30,2016-06,2016-11,2016-12,2017-05,1.25,3.02,Q3,False
6,rd2-rd5,2016-12,2016-12-30,2016-07,2016-12,2017-01,2017-06,5.55,-3.18,Q4,True
6,rd7-rd5,2016-12,2016-12-30,2016-07,2016-12,2017-01,2017-06,5.27,-4.0,Q4,True
6,rd2-rd7,2016-12,2016-12-30,2016-07,2016-12,2017-01,2017-06,0.28,0.82,Q2,False
6,rd2-rd5,2017-01,2017-01-26,2016-08,2017-01,2017-02,2017-07,3.64,-3.18,Q4,True
6,rd7-rd5,2017-01,2017-01-26,2016-08,2017-01,2017-02,2017-07,2.7,-4.01,Q3,False
6,rd2-rd7,2017-01,2017-01-26,2016-08,2017-01,2017-02,2017-07,0.93,0.82,Q3,False
6,rd2-rd5,2017-02,2017-02-28,2016-09,2017-02,2017-03,2017-08,3.84,-3.38,Q4,True
6,rd7-rd5,2017-02,2017-02-28,2016-09,2017-02,2017-03,2017-08,1.91,-4.07,Q3,False
6,rd2-rd7,2017-02,2017-02-28,2016-09,2017-02,2017-03,2017-08,1.93,0.69,Q3,False
6,rd2-rd5,2017-03,2017-03-31,2016-10,2017-03,2017-04,2017-09,3.51,-1.62,Q4,True
6,rd7-rd5,2017-03,2017-03-31,2016-10,2017-03,2017-04,2017-09,0.68,-1.89,Q3,False
6,rd2-rd7,2017-03,2017-03-31,2016-10,2017-03,2017-04,2017-09,2.83,0.27,Q3,False
6,rd2-rd5,2017-04,2017-04-28,2016-11,2017-04,2017-05,2017-10,3.03,-2.71,Q4,True
6,rd7-rd5,2017-04,2017-04-28,2016-11,2017-04,2017-05,2017-10,-3.11,-0.24,Q2,False
6,rd2-rd7,2017-04,2017-04-28,2016-11,2017-04,2017-05,2017-10,6.13,-2.46,Q4,True
6,rd2-rd5,2017-05,2017-05-31,2016-12,2017-05,2017-06,2017-11,-0.78,-2.15,Q3,False
6,rd7-rd5,2017-05,2017-05-31,2016-12,2017-05,2017-06,2017-11,-3.8,-0.41,Q2,False
6,rd2-rd7,2017-05,2017-05-31,2016-12,2017-05,2017-06,2017-11,3.02,-1.74,Q3,False
6,rd2-rd5,2017-06,2017-06-30,2017-01,2017-06,2017-07,2017-12,-3.18,0.16,Q2,False
6,rd7-rd5,2017-06,2017-06-30,2017-01,2017-06,2017-07,2017-12,-4.0,-0.39,Q2,False
6,rd2-rd7,2017-06,2017-06-30,2017-01,2017-06,2017-07,2017-12,0.82,0.55,Q3,False
6,rd2-rd5,2017-07,2017-07-31,2017-02,2017-07,2017-08,2018-01,-3.18,0.87,Q1,False
6,rd7-rd5,2017-07,2017-07-31,2017-02,2017-07,2017-08,2018-01,-4.01,-3.44,Q2,False
6,rd2-rd7,2017-07,2017-07-31,2017-02,2017-07,2017-08,2018-01,0.82,4.31,Q3,False
6,rd2-rd5,2017-08,2017-08-31,2017-03,2017-08,2017-09,2018-02,-3.38,-0.01,Q1,False
6,rd7-rd5,2017-08,2017-08-31,2017-03,2017-08,2017-09,2018-02,-4.07,2.91,Q2,False
6,rd2-rd7,2017-08,2017-08-31,2017-03,2017-08,2017-09,2018-02,0.69,-2.93,Q3,False
6,rd2-rd5,2017-09,2017-09-29,2017-04,2017-09,2017-10,2018-03,-1.62,-0.81,Q2,False
6,rd7-rd5,2017-09,2017-09-29,2017-04,2017-09,2017-10,2018-03,-1.89,4.24,Q2,False
6,rd2-rd7,2017-09,2017-09-29,2017-04,2017-09,2017-10,2018-03,0.27,-5.05,Q2,False
6,rd2-rd5,2017-10,2017-10-31,2017-05,2017-10,2017-11,2018-04,-2.71,-1.6,Q2,False
6,rd7-rd5,2017-10,2017-10-31,2017-05,2017-10,2017-11,2018-04,-0.24,4.27,Q2,False
6,rd2-rd7,2017-10,2017-10-31,2017-05,2017-10,2017-11,2018-04,-2.46,-5.87,Q2,False
6,rd2-rd5,2017-11,2017-11-30,2017-06,2017-11,2017-12,2018-05,-2.15,-2.51,Q2,False
6,rd7-rd5,2017-11,2017-11-30,2017-06,2017-11,2017-12,2018-05,-0.41,2.3,Q2,False
6,rd2-rd7,2017-11,2017-11-30,2017-06,2017-11,2017-12,2018-05,-1.74,-4.81,Q2,False
6,rd2-rd5,2017-12,2017-12-29,2017-07,2017-12,2018-01,2018-06,0.16,-2.6,Q3,False
6,rd7-rd5,2017-12,2017-12-29,2017-07,2017-12,2018-01,2018-06,-0.39,2.38,Q2,False
6,rd2-rd7,2017-12,2017-12-29,2017-07,2017-12,2018-01,2018-06,0.55,-4.98,Q2,False
6,rd2-rd5,2018-01,2018-01-31,2017-08,2018-01,2018-02,2018-07,0.87,-1.05,Q3,False
6,rd7-rd5,2018-01,2018-01-31,2017-08,2018-01,2018-02,2018-07,-3.44,3.84,Q2,False
6,rd2-rd7,2018-01,2018-01-31,2017-08,2018-01,2018-02,2018-07,4.31,-4.89,Q3,False
6,rd2-rd5,2018-02,2018-02-28,2017-09,2018-02,2018-03,2018-08,-0.01,-8.76,Q3,False
6,rd7-rd5,2018-02,2018-02-28,2017-09,2018-02,2018-03,2018-08,2.91,-1.79,Q3,False
6,rd2-rd7,2018-02,2018-02-28,2017-09,2018-02,2018-03,2018-08,-2.93,-6.97,Q2,False
6,rd2-rd5,2018-03,2018-03-30,2017-10,2018-03,2018-04,2018-09,-0.81,-0.42,Q2,False
6,rd7-rd5,2018-03,2018-03-30,2017-10,2018-03,2018-04,2018-09,4.24,-2.55,Q4,True
6,rd2-rd7,2018-03,2018-03-30,2017-10,2018-03,2018-04,2018-09,-5.05,2.13,Q1,False
6,rd2-rd5,2018-04,2018-04-27,2017-11,2018-04,2018-05,2018-10,-1.6,3.56,Q2,False
6,rd7-rd5,2018-04,2018-04-27,2017-11,2018-04,2018-05,2018-10,4.27,-3.55,Q4,True
6,rd2-rd7,2018-04,2018-04-27,2017-11,2018-04,2018-05,2018-10,-5.87,7.11,Q1,False
6,rd2-rd5,2018-05,2018-05-31,2017-12,2018-05,2018-06,2018-11,-2.51,3.91,Q2,False
6,rd7-rd5,2018-05,2018-05-31,2017-12,2018-05,2018-06,2018-11,2.3,-1.34,Q3,False
6,rd2-rd7,2018-05,2018-05-31,2017-12,2018-05,2018-06,2018-11,-4.81,5.25,Q1,False
6,rd2-rd5,2018-06,2018-06-29,2018-01,2018-06,2018-07,2018-12,-2.6,-0.0,Q2,False
6,rd7-rd5,2018-06,2018-06-29,2018-01,2018-06,2018-07,2018-12,2.38,-1.37,Q3,False
6,rd2-rd7,2018-06,2018-06-29,2018-01,2018-06,2018-07,2018-12,-4.98,1.37,Q1,False
6,rd2-rd5,2018-07,2018-07-31,2018-02,2018-07,2018-08,2019-01,-1.05,-3.44,Q2,False
6,rd7-rd5,2018-07,2018-07-31,2018-02,2018-07,2018-08,2019-01,3.84,0.42,Q4,True
6,rd2-rd7,2018-07,2018-07-31,2018-02,2018-07,2018-08,2019-01,-4.89,-3.86,Q1,False
6,rd2-rd5,2018-08,2018-08-31,2018-03,2018-08,2018-09,2019-02,-8.76,2.52,Q1,False
6,rd7-rd5,2018-08,2018-08-31,2018-03,2018-08,2018-09,2019-02,-1.79,-4.0,Q2,False
6,rd2-rd7,2018-08,2018-08-31,2018-03,2018-08,2018-09,2019-02,-6.97,6.52,Q1,False
6,rd2-rd5,2018-09,2018-09-28,2018-04,2018-09,2018-10,2019-03,-0.42,-1.03,Q3,False
6,rd7-rd5,2018-09,2018-09-28,2018-04,2018-09,2018-10,2019-03,-2.55,-6.51,Q2,False
6,rd2-rd7,2018-09,2018-09-28,2018-04,2018-09,2018-10,2019-03,2.13,5.48,Q3,False
6,rd2-rd5,2018-10,2018-10-31,2018-05,2018-10,2018-11,2019-04,3.56,2.51,Q4,True
6,rd7-rd5,2018-10,2018-10-31,2018-05,2018-10,2018-11,2019-04,-3.55,3.5,Q2,False
6,rd2-rd7,2018-10,2018-10-31,2018-05,2018-10,2018-11,2019-04,7.11,-0.99,Q4,True
6,rd2-rd5,2018-11,2018-11-30,2018-06,2018-11,2018-12,2019-05,3.91,2.37,Q4,True
6,rd7-rd5,2018-11,2018-11-30,2018-06,2018-11,2018-12,2019-05,-1.34,3.31,Q2,False
6,rd2-rd7,2018-11,2018-11-30,2018-06,2018-11,2018-12,2019-05,5.25,-0.93,Q4,True
6,rd2-rd5,2018-12,2018-12-28,2018-07,2018-12,2019-01,2019-06,-0.0,6.95,Q3,False
6,rd7-rd5,2018-12,2018-12-28,2018-07,2018-12,2019-01,2019-06,-1.37,3.34,Q2,False
6,rd2-rd7,2018-12,2018-12-28,2018-07,2018-12,2019-01,2019-06,1.37,3.61,Q3,False
6,rd2-rd5,2019-01,2019-01-31,2018-08,2019-01,2019-02,2019-07,-3.44,10.11,Q1,False
6,rd7-rd5,2019-01,2019-01-31,2018-08,2019-01,2019-02,2019-07,0.42,2.87,Q3,False
6,rd2-rd7,2019-01,2019-01-31,2018-08,2019-01,2019-02,2019-07,-3.86,7.24,Q2,False
6,rd2-rd5,2019-02,2019-02-28,2018-09,2019-02,2019-03,2019-08,2.52,6.62,Q3,False
6,rd7-rd5,2019-02,2019-02-28,2018-09,2019-02,2019-03,2019-08,-4.0,7.49,Q2,False
6,rd2-rd7,2019-02,2019-02-28,2018-09,2019-02,2019-03,2019-08,6.52,-0.87,Q4,True
6,rd2-rd5,2019-03,2019-03-29,2018-10,2019-03,2019-04,2019-09,-1.03,2.4,Q2,False
6,rd7-rd5,2019-03,2019-03-29,2018-10,2019-03,2019-04,2019-09,-6.51,7.51,Q1,False
6,rd2-rd7,2019-03,2019-03-29,2018-10,2019-03,2019-04,2019-09,5.48,-5.11,Q4,True
6,rd2-rd5,2019-04,2019-04-30,2018-11,2019-04,2019-05,2019-10,2.51,-0.25,Q3,False
6,rd7-rd5,2019-04,2019-04-30,2018-11,2019-04,2019-05,2019-10,3.5,0.17,Q4,True
6,rd2-rd7,2019-04,2019-04-30,2018-11,2019-04,2019-05,2019-10,-0.99,-0.42,Q2,False
6,rd2-rd5,2019-05,2019-05-31,2018-12,2019-05,2019-06,2019-11,2.37,4.06,Q3,False
6,rd7-rd5,2019-05,2019-05-31,2018-12,2019-05,2019-06,2019-11,3.31,1.18,Q4,True
6,rd2-rd7,2019-05,2019-05-31,2018-12,2019-05,2019-06,2019-11,-0.93,2.88,Q2,False
6,rd2-rd5,2019-06,2019-06-28,2019-01,2019-06,2019-07,2019-12,6.95,-3.72,Q4,True
6,rd7-rd5,2019-06,2019-06-28,2019-01,2019-06,2019-07,2019-12,3.34,-4.84,Q4,True
6,rd2-rd7,2019-06,2019-06-28,2019-01,2019-06,2019-07,2019-12,3.61,1.12,Q3,False
6,rd2-rd5,2019-07,2019-07-31,2019-02,2019-07,2019-08,2020-01,10.11,-5.9,Q4,True
6,rd7-rd5,2019-07,2019-07-31,2019-02,2019-07,2019-08,2020-01,2.87,0.72,Q3,False
6,rd2-rd7,2019-07,2019-07-31,2019-02,2019-07,2019-08,2020-01,7.24,-6.62,Q4,True
6,rd2-rd5,2019-08,2019-08-30,2019-03,2019-08,2019-09,2020-02,6.62,-3.99,Q4,True
6,rd7-rd5,2019-08,2019-08-30,2019-03,2019-08,2019-09,2020-02,7.49,-7.15,Q4,True
6,rd2-rd7,2019-08,2019-08-30,2019-03,2019-08,2019-09,2020-02,-0.87,3.16,Q2,False
6,rd2-rd5,2019-09,2019-09-30,2019-04,2019-09,2019-10,2020-03,2.4,-5.28,Q3,False
6,rd7-rd5,2019-09,2019-09-30,2019-04,2019-09,2019-10,2020-03,7.51,1.2,Q4,True
6,rd2-rd7,2019-09,2019-09-30,2019-04,2019-09,2019-10,2020-03,-5.11,-6.48,Q1,False
6,rd2-rd5,2019-10,2019-10-31,2019-05,2019-10,2019-11,2020-04,-0.25,0.39,Q3,False
6,rd7-rd5,2019-10,2019-10-31,2019-05,2019-10,2019-11,2020-04,0.17,5.38,Q3,False
6,rd2-rd7,2019-10,2019-10-31,2019-05,2019-10,2019-11,2020-04,-0.42,-4.99,Q2,False
6,rd2-rd5,2019-11,2019-11-29,2019-06,2019-11,2019-12,2020-05,4.06,-3.4,Q4,True
6,rd7-rd5,2019-11,2019-11-29,2019-06,2019-11,2019-12,2020-05,1.18,5.44,Q3,False
6,rd2-rd7,2019-11,2019-11-29,2019-06,2019-11,2019-12,2020-05,2.88,-8.84,Q3,False
6,rd2-rd5,2019-12,2019-12-31,2019-07,2019-12,2020-01,2020-06,-3.72,-1.83,Q1,False
6,rd7-rd5,2019-12,2019-12-31,2019-07,2019-12,2020-01,2020-06,-4.84,7.2,Q1,False
6,rd2-rd7,2019-12,2019-12-31,2019-07,2019-12,2020-01,2020-06,1.12,-9.03,Q3,False
6,rd2-rd5,2020-01,2020-01-23,2019-08,2020-01,2020-02,2020-07,-5.9,7.44,Q1,False
6,rd7-rd5,2020-01,2020-01-23,2019-08,2020-01,2020-02,2020-07,0.72,2.95,Q3,False
6,rd2-rd7,2020-01,2020-01-23,2019-08,2020-01,2020-02,2020-07,-6.62,4.49,Q1,False
6,rd2-rd5,2020-02,2020-02-28,2019-09,2020-02,2020-03,2020-08,-3.99,6.6,Q1,False
6,rd7-rd5,2020-02,2020-02-28,2019-09,2020-02,2020-03,2020-08,-7.15,12.17,Q1,False
6,rd2-rd7,2020-02,2020-02-28,2019-09,2020-02,2020-03,2020-08,3.16,-5.57,Q3,False
6,rd2-rd5,2020-03,2020-03-31,2019-10,2020-03,2020-04,2020-09,-5.28,8.19,Q1,False
6,rd7-rd5,2020-03,2020-03-31,2019-10,2020-03,2020-04,2020-09,1.2,2.55,Q3,False
6,rd2-rd7,2020-03,2020-03-31,2019-10,2020-03,2020-04,2020-09,-6.48,5.64,Q1,False
6,rd2-rd5,2020-04,2020-04-30,2019-11,2020-04,2020-05,2020-10,0.39,-3.22,Q3,False
6,rd7-rd5,2020-04,2020-04-30,2019-11,2020-04,2020-05,2020-10,5.38,1.83,Q4,True
6,rd2-rd7,2020-04,2020-04-30,2019-11,2020-04,2020-05,2020-10,-4.99,-5.06,Q1,False
6,rd2-rd5,2020-05,2020-05-29,2019-12,2020-05,2020-06,2020-11,-3.4,-0.85,Q1,False
6,rd7-rd5,2020-05,2020-05-29,2019-12,2020-05,2020-06,2020-11,5.44,3.35,Q4,True
6,rd2-rd7,2020-05,2020-05-29,2019-12,2020-05,2020-06,2020-11,-8.84,-4.2,Q1,False
6,rd2-rd5,2020-06,2020-06-30,2020-01,2020-06,2020-07,2020-12,-1.83,7.69,Q2,False
6,rd7-rd5,2020-06,2020-06-30,2020-01,2020-06,2020-07,2020-12,7.2,7.71,Q4,True
6,rd2-rd7,2020-06,2020-06-30,2020-01,2020-06,2020-07,2020-12,-9.03,-0.03,Q1,False
6,rd2-rd5,2020-07,2020-07-31,2020-02,2020-07,2020-08,2021-01,7.44,2.15,Q4,True
6,rd7-rd5,2020-07,2020-07-31,2020-02,2020-07,2020-08,2021-01,2.95,3.89,Q4,True
6,rd2-rd7,2020-07,2020-07-31,2020-02,2020-07,2020-08,2021-01,4.49,-1.74,Q4,True
6,rd2-rd5,2020-08,2020-08-31,2020-03,2020-08,2020-09,2021-02,6.6,4.94,Q4,True
6,rd7-rd5,2020-08,2020-08-31,2020-03,2020-08,2020-09,2021-02,12.17,2.41,Q4,True
6,rd2-rd7,2020-08,2020-08-31,2020-03,2020-08,2020-09,2021-02,-5.57,2.53,Q1,False
6,rd2-rd5,2020-09,2020-09-30,2020-04,2020-09,2020-10,2021-03,8.19,-0.9,Q4,True
6,rd7-rd5,2020-09,2020-09-30,2020-04,2020-09,2020-10,2021-03,2.55,-3.17,Q3,False
6,rd2-rd7,2020-09,2020-09-30,2020-04,2020-09,2020-10,2021-03,5.64,2.28,Q4,True
6,rd2-rd5,2020-10,2020-10-30,2020-05,2020-10,2020-11,2021-04,-3.22,-0.2,Q1,False
6,rd7-rd5,2020-10,2020-10-30,2020-05,2020-10,2020-11,2021-04,1.83,-4.94,Q3,False
6,rd2-rd7,2020-10,2020-10-30,2020-05,2020-10,2020-11,2021-04,-5.06,4.73,Q1,False
6,rd2-rd5,2020-11,2020-11-30,2020-06,2020-11,2020-12,2021-05,-0.85,0.66,Q2,False
6,rd7-rd5,2020-11,2020-11-30,2020-06,2020-11,2020-12,2021-05,3.35,-3.23,Q4,True
6,rd2-rd7,2020-11,2020-11-30,2020-06,2020-11,2020-12,2021-05,-4.2,3.89,Q2,False
6,rd2-rd5,2020-12,2020-12-31,2020-07,2020-12,2021-01,2021-06,7.69,-1.0,Q4,True
6,rd7-rd5,2020-12,2020-12-31,2020-07,2020-12,2021-01,2021-06,7.71,-5.84,Q4,True
6,rd2-rd7,2020-12,2020-12-31,2020-07,2020-12,2021-01,2021-06,-0.03,4.84,Q2,False
6,rd2-rd5,2021-01,2021-01-29,2020-08,2021-01,2021-02,2021-07,2.15,-1.74,Q3,False
6,rd7-rd5,2021-01,2021-01-29,2020-08,2021-01,2021-02,2021-07,3.89,-1.46,Q4,True
6,rd2-rd7,2021-01,2021-01-29,2020-08,2021-01,2021-02,2021-07,-1.74,-0.29,Q2,False
6,rd2-rd5,2021-02,2021-02-26,2020-09,2021-02,2021-03,2021-08,4.94,5.55,Q4,True
6,rd7-rd5,2021-02,2021-02-26,2020-09,2021-02,2021-03,2021-08,2.41,-0.74,Q3,False
6,rd2-rd7,2021-02,2021-02-26,2020-09,2021-02,2021-03,2021-08,2.53,6.29,Q3,False
6,rd2-rd5,2021-03,2021-03-31,2020-10,2021-03,2021-04,2021-09,-0.9,5.36,Q2,False
6,rd7-rd5,2021-03,2021-03-31,2020-10,2021-03,2021-04,2021-09,-3.17,4.56,Q2,False
6,rd2-rd7,2021-03,2021-03-31,2020-10,2021-03,2021-04,2021-09,2.28,0.8,Q3,False
6,rd2-rd5,2021-04,2021-04-30,2020-11,2021-04,2021-05,2021-10,-0.2,3.51,Q3,False
6,rd7-rd5,2021-04,2021-04-30,2020-11,2021-04,2021-05,2021-10,-4.94,2.08,Q1,False
6,rd2-rd7,2021-04,2021-04-30,2020-11,2021-04,2021-05,2021-10,4.73,1.43,Q4,True
6,rd2-rd5,2021-05,2021-05-31,2020-12,2021-05,2021-06,2021-11,0.66,0.45,Q3,False
6,rd7-rd5,2021-05,2021-05-31,2020-12,2021-05,2021-06,2021-11,-3.23,-1.64,Q2,False
6,rd2-rd7,2021-05,2021-05-31,2020-12,2021-05,2021-06,2021-11,3.89,2.09,Q3,False
6,rd2-rd5,2021-06,2021-06-30,2021-01,2021-06,2021-07,2021-12,-1.0,-0.43,Q2,False
6,rd7-rd5,2021-06,2021-06-30,2021-01,2021-06,2021-07,2021-12,-5.84,0.9,Q1,False
6,rd2-rd7,2021-06,2021-06-30,2021-01,2021-06,2021-07,2021-12,4.84,-1.33,Q4,True
6,rd2-rd5,2021-07,2021-07-30,2021-02,2021-07,2021-08,2022-01,-1.74,-4.22,Q2,False
6,rd7-rd5,2021-07,2021-07-30,2021-02,2021-07,2021-08,2022-01,-1.46,-1.0,Q2,False
6,rd2-rd7,2021-07,2021-07-30,2021-02,2021-07,2021-08,2022-01,-0.29,-3.22,Q2,False
6,rd2-rd5,2021-08,2021-08-31,2021-03,2021-08,2021-09,2022-02,5.55,-11.18,Q4,True
6,rd7-rd5,2021-08,2021-08-31,2021-03,2021-08,2021-09,2022-02,-0.74,-1.0,Q2,False
6,rd2-rd7,2021-08,2021-08-31,2021-03,2021-08,2021-09,2022-02,6.29,-10.18,Q4,True
6,rd2-rd5,2021-09,2021-09-30,2021-04,2021-09,2021-10,2022-03,5.36,-4.98,Q4,True
6,rd7-rd5,2021-09,2021-09-30,2021-04,2021-09,2021-10,2022-03,4.56,0.0,Q4,True
6,rd2-rd7,2021-09,2021-09-30,2021-04,2021-09,2021-10,2022-03,0.8,-4.98,Q3,False
6,rd2-rd5,2021-10,2021-10-29,2021-05,2021-10,2021-11,2022-04,3.51,-1.83,Q4,True
6,rd7-rd5,2021-10,2021-10-29,2021-05,2021-10,2021-11,2022-04,2.08,0.0,Q3,False
6,rd2-rd7,2021-10,2021-10-29,2021-05,2021-10,2021-11,2022-04,1.43,-1.83,Q3,False
6,rd2-rd5,2021-11,2021-11-30,2021-06,2021-11,2021-12,2022-05,0.45,-1.8,Q3,False
6,rd7-rd5,2021-11,2021-11-30,2021-06,2021-11,2021-12,2022-05,-1.64,0.0,Q2,False
6,rd2-rd7,2021-11,2021-11-30,2021-06,2021-11,2021-12,2022-05,2.09,-1.8,Q3,False
6,rd2-rd5,2021-12,2021-12-31,2021-07,2021-12,2022-01,2022-06,-0.43,-0.51,Q3,False
6,rd7-rd5,2021-12,2021-12-31,2021-07,2021-12,2022-01,2022-06,0.9,1.01,Q3,False
6,rd2-rd7,2021-12,2021-12-31,2021-07,2021-12,2022-01,2022-06,-1.33,-1.52,Q2,False
6,rd2-rd5,2022-01,2022-01-28,2021-08,2022-01,2022-02,2022-07,-4.22,1.7,Q1,False
6,rd7-rd5,2022-01,2022-01-28,2021-08,2022-01,2022-02,2022-07,-1.0,1.07,Q2,False
6,rd2-rd7,2022-01,2022-01-28,2021-08,2022-01,2022-02,2022-07,-3.22,0.62,Q2,False
6,rd2-rd5,2022-02,2022-02-28,2021-09,2022-02,2022-03,2022-08,-11.18,1.28,Q1,False
6,rd7-rd5,2022-02,2022-02-28,2021-09,2022-02,2022-03,2022-08,-1.0,1.02,Q2,False
6,rd2-rd7,2022-02,2022-02-28,2021-09,2022-02,2022-03,2022-08,-10.18,0.25,Q1,False
6,rd2-rd5,2022-03,2022-03-31,2021-10,2022-03,2022-04,2022-09,-4.98,2.86,Q1,False
6,rd7-rd5,2022-03,2022-03-31,2021-10,2022-03,2022-04,2022-09,0.0,2.62,Q3,False
6,rd2-rd7,2022-03,2022-03-31,2021-10,2022-03,2022-04,2022-09,-4.98,0.24,Q1,False
6,rd2-rd5,2022-04,2022-04-29,2021-11,2022-04,2022-05,2022-10,-1.83,3.17,Q2,False
6,rd7-rd5,2022-04,2022-04-29,2021-11,2022-04,2022-05,2022-10,0.0,2.9,Q3,False
6,rd2-rd7,2022-04,2022-04-29,2021-11,2022-04,2022-05,2022-10,-1.83,0.27,Q2,False
6,rd2-rd5,2022-05,2022-05-31,2021-12,2022-05,2022-06,2022-11,-1.8,-0.38,Q2,False
6,rd7-rd5,2022-05,2022-05-31,2021-12,2022-05,2022-06,2022-11,0.0,-5.05,Q3,False
6,rd2-rd7,2022-05,2022-05-31,2021-12,2022-05,2022-06,2022-11,-1.8,4.67,Q2,False
6,rd2-rd5,2022-06,2022-06-30,2022-01,2022-06,2022-07,2022-12,-0.51,-0.21,Q3,False
6,rd7-rd5,2022-06,2022-06-30,2022-01,2022-06,2022-07,2022-12,1.01,-5.69,Q3,False
6,rd2-rd7,2022-06,2022-06-30,2022-01,2022-06,2022-07,2022-12,-1.52,5.49,Q2,False
6,rd2-rd5,2022-07,2022-07-29,2022-02,2022-07,2022-08,2023-01,1.7,-1.49,Q3,False
6,rd7-rd5,2022-07,2022-07-29,2022-02,2022-07,2022-08,2023-01,1.07,-5.74,Q3,False
6,rd2-rd7,2022-07,2022-07-29,2022-02,2022-07,2022-08,2023-01,0.62,4.25,Q3,False
6,rd2-rd5,2022-08,2022-08-31,2022-03,2022-08,2022-09,2023-02,1.28,-1.13,Q3,False
6,rd7-rd5,2022-08,2022-08-31,2022-03,2022-08,2022-09,2023-02,1.02,-5.56,Q3,False
6,rd2-rd7,2022-08,2022-08-31,2022-03,2022-08,2022-09,2023-02,0.25,4.43,Q2,False
6,rd2-rd5,2022-09,2022-09-30,2022-04,2022-09,2022-10,2023-03,2.86,-0.31,Q4,True
6,rd7-rd5,2022-09,2022-09-30,2022-04,2022-09,2022-10,2023-03,2.62,-8.53,Q3,False
6,rd2-rd7,2022-09,2022-09-30,2022-04,2022-09,2022-10,2023-03,0.24,8.21,Q2,False
6,rd2-rd5,2022-10,2022-10-31,2022-05,2022-10,2022-11,2023-04,3.17,-5.09,Q4,True
